,Name,Summary
460,Posey and Webster Street tubes,"The Posey tube and the Webster Street tube are two parallel underwater tunnels connecting the cities of Oakland and Alameda, California, running beneath the Oakland Estuary. Both are immersed tubes, constructed by sinking precast concrete segments to a trench in the Estuary floor, then sealing them together to create a tunnel. The Posey tube carries Oakland-bound traffic under the Estuary, while the Webster tube carries traffic bound for Alameda.
The Posey tube is the second-oldest underwater vehicular tunnel in the US, preceded only by the Holland Tunnel."
461,Oakland Long Wharf,"The Oakland Long Wharf was an 11,000-foot railroad wharf and ferry pier along the east shore of San Francisco Bay located at the foot of Seventh Street in West Oakland. The Oakland Long Wharf was built, beginning 1868, by the Central Pacific Railroad on what was previously Oakland Point. Beginning November 8, 1869, it served as the west coast terminus of the First transcontinental railroad.  In the 1880s, Southern Pacific Railroad took over the CPRR and rebuilt the pier as the Oakland Mole and Pier."
462,"Fleet and Industrial Supply Center, Oakland","The Fleet and Industrial Supply Center, Oakland was a supply facility operated by the U.S. Navy in Oakland, California. During World War II, it was a major source of supplies and war materials for ships operating in the Pacific.
The Depot had its origin in 1940 when the Navy bought 500 acres (2.0 km2) of wetlands from the city of Oakland for $1.00. The Navy reclaimed the land and populated it with large warehouses. It opened on December 15, 1941, and quickly began a decades-long expansion. In the late 1940s it was renamed Naval Supply Center, Oakland; later it was renamed Fleet and Industrial Supply Center, Oakland. During the Cold War, it was one of the Navy's most important supply facilities.The 1995 Base Realignment and Closure Commission recommended that the Center be closed.  It was closed in 1998, and in 1999, the Navy transferred the entire 531-acre (2.15 km2) property to the Port of Oakland. The new owner plans to develop it for intermodal freight transport involving a marine terminal, railroad, and truck cargo activities. The site is environmentally contaminated due to past activities.
A portion of the supply depot was developed into Middle Harbor Shoreline Park in 2003. Buildings were removed and environmental restoration created new wetlands for wildlife.

"
463,Alameda Works Shipyard,"The Alameda Works Shipyard, in Alameda, California, United States, was one of the largest and best equipped shipyards in the country. The only building remaining from the yard is the Union Iron Works Powerhouse, which is listed on the National Register of Historic Places."
464,Hughes Mining Barge,"The Hughes Mining Barge, or HMB-1, is a submersible barge about 99 m (324 ft) long, 32 m (106 ft) wide, and more than 27 m (90 ft) tall. The HMB-1 was originally developed as part of Project Azorian (more widely, but erroneously, known as ""Project Jennifer""), the top-secret effort mounted by the Central Intelligence Agency to salvage the remains of the Soviet submarine K-129 from the ocean floor.
The HMB-1 was designed to allow the device that would be used to grasp and lift the submarine to be constructed inside the barge and out of sight, and to be installed in the Glomar Explorer in secrecy. This was done by towing the HMB-1, with the capture device inside, to a location near Catalina Island (off the coast of California), and then submerging it onto stabilizing piers that had been installed on the seafloor. The Glomar Explorer was then maneuvered over the HMB-1, the retractable roof was opened, and the capture device lifted into the massive ""moon pool"" of the ship, all within clear sight of people on the beach.After the conclusion of Project Azorian, the HMB-1 was mothballed at the Todd Shipyard in San Francisco, California until November 1982. At that time, the United States Navy towed the huge barge to a Lockheed Martin facility in Redwood City, California, where it became a floating drydock for the construction and sea trials of the Sea Shadow, an experimental stealth ship being tested by the Navy. Sea trials of the Sea Shadow continued until 1986."
465,"Stege, California","Stege, founded in 1876, was an unincorporated community in western Contra Costa County, California, United States. The town has now been annexed and absorbed by the cities of Richmond and El Cerrito, California.  It was located on the Southern Pacific Railroad 1.5 miles (2.4 km) south-southeast of downtown Richmond, at an elevation of 23 feet (7 m). The site is now located in the area known as the Richmond Annex, at coordinates: 37°55′00″N 122°19′38″W.It was a farm town founded by Wilhelmina ""Minna"" Boehm Quilfelt and her fourth husband, Richard Stege. Quilfelt first bought land from Victor Castro in April 1853, and by 1879 had 1,000 acres. Stege moved there shortly after marrying Quilfelt in 1870. The town surrounded their ranch and featured a general store and railroad stop. The town had a largely agricultural economy,  which included ranching, mining, chemical, and explosives manufacturing and frog farming for domestic consumption.A post office operated at Stege from 1889 to 1935.  The name of the community is still used for the Stege Sanitary District, a special district created in 1913, which continues to provide sewer service for El Cerrito, Kensington, and the Richmond Annex."
466,Richmond Inner Harbor,"Richmond Inner Harbor is a deepwater body of water in Richmond, California."
467,El Cerrito del Norte station,"El Cerrito del Norte (North Hillock in Spanish) is a BART station located off Cutting Boulevard near San Pablo Avenue and Interstate 80 in El Cerrito, California. The station serves as a regional transit hub for local AC Transit bus services, and for commuter feeder services from Solano, Napa, and Marin Counties in the North Bay plus western Contra Costa County. Opened in 1973, the station is undergoing a renovation expected to be completed in 2019."
468,Middle Harbor Shoreline Park,"Middle Harbor Shoreline Park (MHSP) is located on San Francisco Bay and the Port of Oakland entrance channel, west of downtown Oakland, California. It is owned and operated by the Port of Oakland. The park entrance is at the intersection of 7th and Middle Harbor Streets. It is open seven days a week from 8 a.m. to dusk."
469,Roberts Regional Recreation Area,"Roberts Regional Recreation Area (RRRA) is an area adjacent to Redwood Regional Park located in Alameda County next to Oakland, CA and is part of the East Bay Regional Parks (EBRPD). It is across Skyline Drive from the City of Oakland's Joaquin Miller Park. Kaiser Aluminum and Chemical Corp.  adopted Roberts Park in 1979, under the newly-developed Adopt-a-Park program, which promised continued funding. This was the first park in EBRPD to be so adopted.Roberts Regional Recreational Area has picnic tables, playground and a seasonal pool with lifeguard."
470,San Pablo Reservoir,"The San Pablo Reservoir is an open cut terminal water storage reservoir owned and operated by the East Bay Municipal Utility District (EBMUD). It is located in the valley of San Pablo Creek, north of Orinda, California, United States, and south of El Sobrante and Richmond, east of the Berkeley Hills between San Pablo Ridge and Sobrante Ridge."
471,Holy Names University,"Holy Names University is a private Roman Catholic university in Oakland, California.  It was founded by and remains affiliated with the Sisters of the Holy Names of Jesus and Mary."
472,Coast Guard Island,"Coast Guard Base Alameda also referred to as Coast Guard Island is an artificial island in the Oakland Estuary between Oakland and Alameda, California. It is home to several major United States Coast Guard commands and cutters, including the Coast Guard Pacific Area. It is one of the largest Coast Guard bases on the West Coast. From 1942 until 1982, the island was the site of the Coast Guard's recruiting training center (boot camp), enlisting and training hundreds of thousands of Coasties including many of the 214,239 who served in the Pacific and European Theaters of World War II.
The 67-acre (27 ha) island is situated in the historic Brooklyn Basin, now known as Embarcadero Cove. It is within Alameda city limits, but is tied to land only via a bridge from Dennison Street in Oakland."
473,Integrated Support Command Alameda,"Integrated Support Command Alameda (ISC Alameda) is a large operating base of the United States Coast Guard, located on Coast Guard Island[1] in Alameda, California Now known as Base Alameda
ISC Alameda provides a wide variety of services in direct support of Coast Guard activities throughout the west coast of the United States of America. Among these are the management of approximately 1200 Coast Guard owned housing units, warehousing, health care services, work-life services, transportation of household goods, and personnel support services. Facilities maintenance is provided to all tenant commands on Coast Guard Island and industrial support is provided throughout the West Coast.
ISC Alameda is home to a variety of tenant commands including: 

Commander, Pacific Area [2]
Commander, Maintenance & Logistics Command Pacific [3]
District 11 [4]
Sector San Francisco [5]
Training Team One
Naval Engineering Support Unit Alameda
Electronics Support Unit Alameda
Coast Guard Island, where ISC Alameda is located, is also homeport  for three National Security Cutters.
USCGC Bertholf (WMSL-750)
USCGC Waesche (WMSL-751)
USCGC Stratton (WMSL-752)"
474,Island High School,"Island High School is a public coeducational high school serving grades 9-12.  It is located in Alameda, California, United States, and is part of the Alameda Unified School District.  Island High only admits students who are at least sixteen years old."
475,Patten University,"Patten University is a for-profit institution of higher education in Oakland, California. It was founded in 1944 by Bebe Patten as the Oakland Bible Institute. Patten is a secular for-profit institution."
476,American Indian Public High School,"American Indian Public High School is a charter school in Oakland, California (USA) and is part of the American Indian Model Schools charter school system. In 2011, the school ranked fourth in California in the Academic Performance Index (API). American Indian Public High School ranked first on a Washington Post list of the most challenging high schools in the United States. Approximately 77 percent of the school's students are from low-income households. It was ranked the 9th best charter school in the U.S. and the 38th best public high school in the U.S. by U.S. News & World Report in 2013."
477,American Indian Public Charter School,"American Indian Public Charter School or AIPCS is an Oakland, California charter middle school with predominantly low-income, minority students. It opened in 1996 and struggled over the next few years until a turnaround after 2000 brought up enrollment numbers and test scores.
By 2005, the AIPCS students achieved test scores superior those of most public schools in the state. Its principal, Ben Chavis (Lumbee), a Native American educator, believed that minority students were best served by high expectations for strong attendance and discipline, as well as regular homework and summer school. Chavis was criticized for some of his methods. In 2007, AICPS became the first public school in Oakland to win the National Blue Ribbon Award. The AICPS attracted an increasingly diverse student body as enrollment increased, with higher proportions of African American, Asian and Latino students than Native Americans. By 2015, its students were overwhelmingly Asian.The American Indian Model Schools charter system developed from the AIPCS in order to expand the offerings to students. Since 2007, under new management, it has operated three schools in the city, two middle schools (one had grades K-4 added in 2012), and a high school, American Indian Public High School. The charter for the AIMS schools was threatened in 2012 because of discoveries of financial mismanagement and concerns about leadership. Although the Oakland School District voted to revoke the charter, the school system gained a preliminary injunction that allowed it to operate the three schools. With new leaders, it gained a 5-year renewal of its charter in 2013.
Other irregularities were reported in 2012 as the result of a state ""extraordinary audit"" of the second middle school, AIPCS II. There were allegations of additional mismanagement and fraud. In March 2017 former principal Ben Chavis was indicted by the federal government on six felony counts for money laundering and mail fraud based on his financial activities with the AIMS schools. He will be tried in federal district court in San Francisco."
478,Oakland Harbor Light,"Oakland Harbor Light is a former lighthouse, now a restaurant in Embarcadero Cove, California."
479,Wind River Systems,"Wind River Systems, also known as Wind River, is an Alameda, California-based wholly owned subsidiary of TPG Capital. The company develops embedded system software consisting of run-time software, industry-specific software suites, simulation technology, development tools and middleware, which is software and operating systems for information appliances and devices for intelligent connected systems."
480,Moraga Adobe,"The Moraga Adobe, is located at 24 Adobe Lane in Orinda, California. It was built by Don Joaquin Moraga who was the grandson of Jose Joaquin Moraga an early Spanish explorer in California who founded the city of San Jose, California. In 1835, Mexico granted 13,326 acres (5,393 ha), El Rancho Laguna de los Palos Colorados, to Joaquin Moraga and his cousin Juan Bernal. Six years later in 1841, Joaquin built this house, which is the oldest of the five surviving adobe house in Contra Costa County. The adobe sits on a knoll at the center of the 20-acre (8.1 ha) property of what is left of the original land grant. The house has been restored and remodeled twice since it was photographed for HABS, first in 1941 when Katharine Brown White Irvine of Oakland, California purchased the old adobe, making additions such as adding three bedrooms and a veranda, and covering the adobe walls and again in 1964 when it was incorporated into a private home. The house is not accessible to the public and it is fenced off. However, it was photographed in 1922 for the Historical American Building Survey (HABS). Today, the Moraga Adobe is privately owned and unoccupied.  The overall condition of the original adobe section and the more modern addition is neglected, but the building appears sound. The surrounding property was recently purchased, and the new owners have boarded up the windows to prevent vandalism and trespassing. The Moraga Adobe has been designated as a Historical Landmark by the City of Orinda and the State of California."
481,Berkeley Global Campus at Richmond Bay,"The Berkeley Global Campus at Richmond Bay, formerly the Richmond Bay campus and the Richmond Field Station, is a campus of the University of California, Berkeley, located in Richmond, California. The name was changed in October 2014, reflecting plans to expand the campus' scope, beyond the original plan to make it an extension of the Lawrence Berkeley National Laboratory. Work on the extension had been halted due to federal budget cuts in 2013."
482,"Laurel, Oakland, California","The Laurel District is one of the many culturally diverse neighborhoods in Oakland, California. It is situated between the foot of the Oakland hills and Mills College. It lies at an elevation of 226 feet (69 m). At the heart of the neighborhood lies MacArthur Blvd., a bustling shopping area with annual festivals and many local shops. The main street of the Laurel District is MacArthur Blvd., with the northwest end at 35th Avenue, and the southeast end at High Street.
35th Avenue is the defining east-west reference point through the Laurel District. The south end of Laurel goes past High Street to the point where Interstate 580 and Highway 13 intersect in a ""V"".  High Street is a major street in the Laurel District. Heading west from Macarthur Blvd. it goes to the south end of the Fruitvale District, but as it heads to the east, past the Laurel Post Office and St. Lawrence O'Toole Catholic Church and School, it goes about a half mile before ending and turning to other smaller residential streets (if followed eventually arrives at Highway 13).  38th Avenue is parallel to and in between 35th Ave and High St, and if traveled to the west a few blocks, just past Interstate 580, it enters the Allendale, Oakland District, a primarily residential neighborhood, which includes the converted Allendale Theater building, Allendale Park, and Allendale Grammar School. 38th Avenue also eventually reaches Fruitvale further in the westerly direction. To the north of 35th Avenue a couple of miles is Coolidge Avenue, separating Laurel from the Dimond District."
483,College of Alameda,"College of Alameda is a public community college in Alameda, California. It is part of the Peralta Community College District and was opened in 1968. Since 1970 the college has held classes on a 62-acre campus at the intersection of Webster Street and Ralph Appezzato Memorial Parkway in Alameda."
484,"Redwood Heights, Oakland, California","Redwood Heights is a mostly middle-class and highly diverse residential neighborhood in the hills of Oakland, California. It is centered on Redwood Road, which was once a logging road. Currently, Redwood Road is the designation for 35th Avenue starting about a mile north of MacArthur Boulevard between Victor Avenue and the Warren Freeway (State Route 13). It includes Redwood Heights Elementary School Of the 2 Redwood trees on the school premises. One was planted in 1963 in remembrance of John F Kennedy. And a recreation center that doubles as an after-school daycare. It lies at an elevation of 476 feet (145 m).
The homes in Redwood Heights date mainly from the 1920s-1950s and vary greatly in style, from craftsman, to ""storybook,"" to ranch; the first development in the area was Avenue Terrace. There is a large rock/stone ""obelisk"" on the corner of 35th Ave and Victor that says ""Avenue Terrace"" and may have once been a marker for the development. There is also an Avenue Terrace park, which is located elsewhere in the neighborhood.
Redwood Heights has the important  distinction of being one of Oakland's most ethnically diverse neighborhoods with a mostly middle class population. The 2010 Census reflects the primary zip code for the neighborhood as having about 23,200 residents, with caucasians making up about 29.9% of the population, African Americans 26.2%, Asians 22%, and Latinos 16.1%, with other races forming the remaining 5.8%.
The Redwood Heights Neighborhood Association (est. 1944) is one of Oakland's oldest neighborhood associations."
485,Oakland Estuary,"The Oakland Estuary is the strait in the San Francisco Bay Area, California, separating the cities of Oakland and Alameda and the Alameda Island from the East Bay mainland. On its western end, it connects to San Francisco Bay proper, while its eastern end connects to San Leandro Bay."
486,Pleasant Hill Adventist Academy,"Pleasant Hill Adventist Academy (PHA) was founded in 1953 as a Seventh-day Adventist Elementary and Junior High School in Pleasant Hills, California. It is a part of the Seventh-day Adventist education system, the world's second largest Christian school system.
It is an elementary, middle school, and high school, PHAA is a co-ed school, and is fully accredited with the Western Association of Schools and Colleges and the Accrediting Association of Seventh-day Adventist Schools, Colleges and Universities."
487,Golden Gate Academy,"Golden Gate Academy (GGA) was founded in 1923 as a Seventh-day Adventist Elementary and High School on Mountain Boulevard in Berkeley, California. It remained there for 23 years until it moved to its current position in the Oakland Hills next to Holy Names University in 1949.The Northern California Conference of the Adventist church closed down Golden Gate Academy for lack of enrollment.  The grounds are now used as a private arts school.  The nearest K-8 Adventist elementary school to GGA is San Francisco Adventist School, located near City College of San Francisco.  The nearest Adventist High School to GGA is Pleasant Hill Adventist Academy."
488,Alameda Science and Technology Institute,"The Alameda Science and Technology Institute (ASTI) is an early college high school in Alameda, California, United States."
489,"Allendale, Oakland, California","Allendale is a former settlement in Alameda County, California now annexed to Oakland.  It was located 1.5 miles (2.4 km) northeast of Fruitvale.  A post office opened in 1903 and by 1908 was a branch of the Oakland post office.  Allendale was named for Charles E. Allen, a real estate broker.The commercial district of Allendale is located along 38th Avenue up and down from where it crosses Allendale Avenue. Allendale Elementary School is located there. Allendale is on what might be called the cinema archipelago of East Oakland. Each commercial district (with an exception or two) had a theatre beginning with the 1920s or so. This applied to not only Allendale District, but nearby Laurel (which had two), Fairfax, Dimond, and Fruitvale (which had a second one nearby at Foothill and 35th Avenue), and another at the foot of Park Boulevard on the east side of the lake. The Allendale theatre, like most of the others, has been converted to another use. The one that has continued in use as a theatre is the Grand Lake, at the edge of East Oakland at the north end of Lake Merritt. There are others in downtown Oakland and North Oakland."
490,"Allendale, Fremont, California","Allendale is a neighborhood of Fremont in Alameda County, California. It was formerly an unincorporated community. It lies at an elevation of 154 feet (47 m)."
491,"John F. Kennedy High School (Richmond, California)","John F. Kennedy High School (simply referred to as Kennedy High School) is a public high school in Richmond, California, United States. It was established in 1967 and is part of the West Contra Costa Unified School District. Built on the site of Granada Junior High, the school adopted the red and white colors and Eagle mascot from Harry Ells High School, which at that time was slated for closure."
492,Redwood Regional Park,"Redwood Regional Park is a part of the East Bay Regional Parks District (EBRPD) in the San Francisco Bay Area. It is located in the hills east of Oakland. The park contains the largest remaining natural stand of coast redwood (Sequoia sempervirens) found in the East Bay. The park is part of a historical belt of coast redwood extending south to Leona Canyon Regional Open Space Preserve and east to Moraga.Redwood forests are more commonly found closer to the coast where the air is cool and humid year-round. In the Bay Area, such forests are found in the Santa Cruz Mountains and the Marin Hills. The unique geographical circumstances of the redwood forest in Redwood Regional Park create coastal conditions.  Winds funneled through the Golden Gate flow directly across the Bay and are channeled into the linear valley in which the Montclair District of Oakland is situated. This valley is also well-watered all year round and is protected from extremes of temperature and high winds."
493,San Francisco–Oakland Bay Bridge,"The San Francisco–Oakland Bay Bridge, known locally as the Bay Bridge, is a complex of bridges spanning San Francisco Bay in California. As part of Interstate 80 and the direct road between San Francisco and Oakland, it carries about 260,000 vehicles a day on its two decks. It has one of the longest spans in the United States.
The toll bridge was conceived as early as the California Gold Rush days, but construction did not begin until 1933. Designed by Charles H. Purcell, and built by American Bridge Company, it opened on Thursday, November 12, 1936, six months before the Golden Gate Bridge. It originally carried automobile traffic on its upper deck, with trucks, cars, buses and commuter trains on the lower, but after the Key System abandoned rail service, the lower deck was converted to all-road traffic as well. In 1986, the bridge was unofficially dedicated to James Rolph.The bridge has two sections of roughly equal length; the older western section, officially known as the Willie L. Brown Jr. Bridge (after former San Francisco Mayor and California State Assembly Speaker Willie L. Brown Jr.), connects downtown San Francisco to Yerba Buena Island, and the newer unnamed eastern section connects the island to Oakland. The western section is a double suspension bridge with two decks, westbound traffic being carried on the upper deck while eastbound is carried on the lower one. The largest span of the original eastern section was a cantilever bridge. During the 1989 Loma Prieta earthquake, a portion of the eastern section's upper deck collapsed onto the lower deck and the bridge was closed for a month. Reconstruction of the eastern section of the bridge as a causeway connected to a self-anchored suspension bridge began in 2002; the new eastern section opened September 2, 2013, at a reported cost of over $6.5 billion, a 2,500% cost overrun from the original estimate of $250 million.  Unlike the western section and the original eastern section of the bridge, the new eastern section is a single deck with the eastbound and westbound lanes on each side making it the world's widest bridge, according to Guinness World Records, as of 2014. Demolition of the old east span was completed on September 8, 2018."
494,Sausal Creek (Alameda County),"Sausal Creek, 3.1 miles (5.0 km) long, is one of the principal creeks in Oakland, California.
The creek derives its name from the Spanish word for willow grove (sausal).  Native arroyo willows were once common along its banks.  Efforts are underway to restore the willows and the creek itself. A volunteer group, Friends of Sausal Creek, helps remove invasive species and plant native species. Some of the invasive species in the Sausal Creek watershed include Monterey pine trees, ivy, French broom, and wild mustard. The friends run workdays at the Scout Hut in Dimond Park on Saturdays throughout the year."
495,Brooks Island Regional Preserve,"Brooks Island Regional Preserve includes both the 75-acre (30 ha) of Brooks Island above the low-tide line and 300 acres (120 ha) of the surrounding bay. The only public access to the island now is via an East Bay Regional Park District naturalist tour.
Brooks Island is a mostly flat strip of land extending from a round hill, named Jefferds Hill, which peaks at 160 ft (49 m) in San Francisco Bay, located just south of the Richmond Inner Harbor in Richmond, California.Originally named as Isla de Cármen by a Spanish explorer, the island was named Brooks Island on California maps in 1853. The eponymous Brooks has never been identified. It has also been called Sheep Island and Rocky Island at various times. The island was bought by the regional parks district in 1968, and was opened to the public in 1988. Access is now available through ranger-led guided tours."
496,Almanac Beer Company,"Almanac Beer Company is an Alameda, California brewer that makes farm-to-table beers in small batches using fruit, grains and herbs purchased from local family farms. The company has brewed both year-round table beers and special releases, as well as beers set aside from larger batches and aged in oak barrels. Almanac is best known for its oak-aged sours and farmhouse ales."
497,"Fruitvale, Oakland, California","Fruitvale (originally Fruit Vale and formerly Brays) is a neighborhood in Oakland, California, United States. It is located approximately 4 miles (6.44 km) southeast of Downtown, and is home to the city's largest Hispanic population, with Hispanics constituting 53.8% of Fruitvale's population. Fruitvale's ZIP code is 94601. It lies at an elevation of 49 feet (15 m).
The area got its name from the earlier ""Fruit Vale"", the fruit tree nursery (mostly apricots and cherries) established there by Henderson Luelling in the mid-19th century. After the 1906 earthquake, the onslaught of refugees from San Francisco caused a population boom, and the unincorporated neighborhood was annexed into the City of Oakland by 1909.
The Fruitvale shopping district is located along International Blvd. (formerly East 14th Street until 1995), from Fruitvale Avenue to 38th Avenue, and is one of the major commercial areas of the city. The area is home to many Latino businesses and hosts several annual cultural events, including a Cinco de Mayo parade and a Día De Los Muertos festival. Before the 1970s, the area had the Montgomery Wards West Coast distribution center and retail store located on the downtown Oakland side, roughly opposite East Oakland Hospital, both on East 14th Street. On the San Leandro side, to the south, was the Fruitvale Theater. In between, around 35th Avenue and E 14th St., were the Foodvale Market, a two-story department store, the post office, and a number of other businesses. St. Elizabeth's Catholic Church and St. Elizabeth High School are both located one block north of International Blvd."
498,Miramonte High School,"Miramonte High School is a public high school located in Orinda, California, United States. It is part of the Acalanes Union High School District. The school has a college preparatory program, with 15 Advanced Placement courses offered. Over 98% of its graduates go on to college. 320 students graduated in 2005, with 75% attending a four-year college. 35% are attending out-of-state colleges. Miramonte High School ranks 89th of all high schools in the nation as of autumn 2009, according to U.S. News & World Report. As of 2013, this ranking has dropped to 173rd. On September 4, 2008, Miramonte High School was ranked first in the 2008 Academic Performance Index (API) released by the California Department of Education (CDE). However, the school no longer holds this ranking.
Miramonte High School once participated in the Virtual High School Consortium, a response to the problems of distance education which allowed courses to be taught over the internet. Students could participate in these virtual classes from on-site internet access, or from a home connection. No classes are currently being provided as virtual classes.
Miramonte High School offers its seniors the choice of a WISE project their senior year. WISE replaces the second semester of English with an independent inquiry into a topic of the student's choice. The choices of subject matter are varied; although photography and theatre work are consistently popular, project subjects have included astrophysics, choral conducting, and interning at Chez Panisse restaurant.
Miramonte is well known around the country for its water polo program, which has produced numerous all-Americans and Olympic athletes. The men's water polo team has been named North Coast Section Fall Team Champions 12 times in the last 17 years and has produced six Olympians as of its 50th season in 2016.In the 2018/19 season, the Miramonte's women's varsity soccer team compiled a 19-3-2 record, winning both the NCS title and the NorCal championship that year.
Miramonte has a rivalry with nearby high schools (most notably Campolindo High School). Miramonte's school mascot is a matador."
499,Ghost Ship warehouse fire,"On December 2, 2016, at approximately 11:20 p.m. PST, a fire broke out in a former warehouse that had been converted into an artist collective with living spaces known as Ghost Ship. At the time, the warehouse in the Fruitvale neighborhood of Oakland, California, was hosting a concert featuring artists from the house music record label 100% Silk. The warehouse was only permitted for industrial purposes. Residential and entertainment uses were illegal.Of the 80 to 100 people attending the concert, 36 were killed, the deadliest in the history of Oakland. It was also the deadliest building fire in the United States since The Station nightclub fire in 2003, the deadliest in California since the 1906 San Francisco earthquake and the deadliest mass-casualty event in Oakland since the 1989 Loma Prieta earthquake.The Alameda County District Attorney's office launched an investigation into the fire's causes. In March 2017, emails from 2014 were reported to have described serious electrical problems in the building. On June 5, 2017, Ghost Ship's master tenant Derick Almena and his assistant Max Harris were arrested and charged with felony involuntary manslaughter. On July 3, 2018, both pleaded no contest to thirty-six counts of involuntary manslaughter in a plea bargain with prosecutors. On August 10, 2018, the judge overseeing the case discarded the plea deals and the pair were put on trial. If convicted, their punishment could have ranged from probation up to 36 years in prison. On September 4, 2019, the deliberations ended when the jury deadlocked 10-2 for conviction on the 36 counts manslaughter charges pending against Almena, resulting in a mistrial. Harris was acquitted on all 36 counts."
500,Tampines Secondary School,"Tampines Secondary School (TPSS) is a government co-educational secondary school in Singapore. It shares the same building as Tampines Primary School, but the school is not affiliated to Tampines Primary School."
501,Chornobyl Raion,"The Chornobyl Raion (Ukrainian: Чорнобильський район, Chornobyl’s’kyi raion; Russian: Чернобыльский район, Chernobyl'skiy raion) was one of 26 administrative raions (districts) of Kiev Oblast in northern Ukraine. After the Chernobyl disaster, the majority of the raion was contaminated, and many of its populated places were included into the Chernobyl Exclusion Zone, which is an officially designated exclusion area around the site of the disaster."
502,Opachychi,"Opachychi (Ukrainian: Опачичі) was a village in the Ivankivskyi Raion (district), in Kiev Oblast (province) of central Ukraine, located south-east of Chernobyl."
503,2004 Indian Ocean earthquake and tsunami,"The 2004 Indian Ocean earthquake and tsunami (also known as the Boxing Day Tsunami) occurred at 00:58:53 UTC on 26 December, with an epicentre off the west coast of northern Sumatra, Indonesia. It was an undersea megathrust earthquake that registered a magnitude of 9.1–9.3 Mw, reaching a Mercalli intensity up to IX in certain areas. The earthquake was caused by a rupture along the fault between the Burma Plate and the Indian Plate.
A series of large tsunami waves grew up to 30 metres (100 ft) high once heading inland, after being created by the underwater seismic activity offshore. Communities along the surrounding coasts of the Indian Ocean were seriously affected, and the tsunamis killed an estimated 227,898 people in 14 countries. The Indonesian city of Banda Aceh reported the largest number of victims. The earthquake was one of the deadliest natural disasters in recorded history. The direct results caused major disruptions to living conditions and commerce, particularly in Indonesia, Sri Lanka, India, and Thailand.
The earthquake was the third largest ever recorded and had the longest duration of faulting ever observed; between eight and ten minutes. It caused the planet to vibrate as much as 10 millimetres (0.4 inches), and it remotely triggered earthquakes as far away as Alaska. Its epicentre was between Simeulue and mainland Sumatra. The plight of the affected people and countries prompted a worldwide humanitarian response, with donations totaling more than US$14 billion. The event is known by the scientific community as the Sumatra–Andaman earthquake."
504,2008 Pétion-Ville school collapse,"The Pétion-Ville school collapse occurred on November 7, 2008, in Pétion-Ville, a suburb of Port-au-Prince, Haiti, when the church-operated  Collège La Promesse Évangélique (""The Evangelical Promise School"") collapsed at around 10:00 a.m. local time (15:00 GMT). About 700 students from kindergarten through high school attended the school; however, it is unclear how many were in the three-story building when it collapsed. At least 93 people, mostly children, were confirmed killed, and over 150 injured. At least 35 students, 13 girls and 22 boys, were rescued from the rubble alive on November 8."
505,Pétion-Ville,"Pétion-Ville is a commune and a suburb of Port-au-Prince, Haiti, in the hills east and separate from the city itself on the northern hills of the Massif de la Selle. Founded in 1831 by then president Jean-Pierre Boyer, it was named after Alexandre Sabès Pétion (1770–1818), the Haitian general and president later recognized as one of the country's four founding fathers. The district is primarily a residential and touristic area. It held a population of 283,052 at the 2003 Census, which was officially estimated to have reached 376,834 in 2015. Many diplomats, foreign businessmen, and wealthy citizens do business and reside in Pétion-Ville.Despite the distance from the capital and the general affluence of the district, the lack of administrative enforcement has led to the formation of shantytowns on the outer edges of the district, as poor locals migrate upward and have settled there in search of job opportunities.

"
506,List of ambassadors of China to Haiti,"The Taiwanese ambassador in Port-au-Prince is the official representative of the Government in Taipei to the Government of Haiti.

"
507,Expressions Art Gallery,"Expressions Galerie D'Art is located in Port-au-Prince, Haiti. It is one of Haiti's oldest galleries, with a collection of over 10,000 works of art. It was founded 29 years ago with a collection of contemporary Haitian art. The gallery later relocated to larger new premises down the hill of Montagne Noire in Pétion-Ville."
508,Union School Haiti,"Union School is a private, co-educational, and non-sectarian Pre-K to 12 institution established in Port au Prince, Haiti for the purpose of providing an American accredited program of studies in both English and French for students of all nationalities.
Union School is accredited by the Southern Association of Colleges and Schools.
Union School, a university preparatory school, is considered to be an ""elite"" institution within Haiti."
509,1751 Port-au-Prince earthquake,"The 1751 Port-au-Prince earthquake occurred at 12:50 UTC on 21 November in French Haiti, followed by a sea wave. Another earthquake was reported at the same location on 15 September of the same year and it is uncertain whether the two reports refer to the same event.

"
